id,name,sex,nationality,height,weight,age_2024,distance_m,sim_pace_sec_per_100m,sim_time_sec
402567927,Drasko Brguljan,male,MNE,1.94,92.0,40,1500,66.96,1004.43
402567927,Drasko Brguljan,male,MNE,1.94,92.0,40,800,67.37,538.96
402567927,Drasko Brguljan,male,MNE,1.94,92.0,40,400,62.47,249.89
86318895,Driss Lahrichi,male,MAR,1.9,83.0,27,400,57.8,231.2
86318895,Driss Lahrichi,male,MAR,1.9,83.0,27,1500,63.97,959.53
236093323,Duane da Rocha Marce,female,ESP,1.8,59.0,36,800,65.58,524.64
236093323,Duane da Rocha Marce,female,ESP,1.8,59.0,36,400,62.77,251.07
754252198,Dulguun Batsaikhan,male,MGL,1.79,72.0,38,200,53.92,107.85
327966166,Duncan Scott,male,GBR,1.91,74.0,27,400,54.38,217.53
643802255,Dunhan Xiong,female,CHN,1.81,83.0,26,800,64.32,514.58
154604483,Duo Shen,female,CHN,1.81,74.0,27,1500,66.56,998.43
265536386,Dusan Mandic,male,SRB,2.02,105.0,30,200,57.21,114.43
386288896,Dusko Pijetlovic,male,SRB,1.97,97.0,39,1500,65.28,979.13
386288896,Dusko Pijetlovic,male,SRB,1.97,97.0,39,400,63.64,254.58
417996132,Dustin Tynes,male,BAH,1.85,75.0,28,400,55.66,222.62
417996132,Dustin Tynes,male,BAH,1.85,75.0,28,1500,61.6,923.96
417996132,Dustin Tynes,male,BAH,1.85,75.0,28,200,55.96,111.92
806170062,Dylan Bosch,male,RSA,1.78,75.0,31,400,57.39,229.56
806170062,Dylan Bosch,male,RSA,1.78,75.0,31,200,52.69,105.39
806170062,Dylan Bosch,male,RSA,1.78,75.0,31,800,61.15,489.2
659584369,Edgar Crespo,male,PAN,1.78,83.0,35,1500,65.99,989.91
32938884,Edina Gangl,female,HUN,1.81,64.0,34,200,57.34,114.68
943462468,Eduardo Solaeche Gomez,male,ESP,1.83,79.0,31,1500,65.26,978.96
58235529,Eirini-Marina Alexandri,female,AUT,1.71,50.0,27,1500,62.75,941.29
58235529,Eirini-Marina Alexandri,female,AUT,1.71,50.0,27,200,54.33,108.66
323828574,Ekaterina Ivanova Avramova,female,TUR,1.8,69.0,33,400,63.49,253.96
443958002,Ekaterina Lisunova,female,RUS,1.75,64.0,35,1500,69.33,1039.91
443958002,Ekaterina Lisunova,female,RUS,1.75,64.0,35,200,58.55,117.09
892190184,Ekaterina Petukhova,female,RUS,1.63,48.0,28,800,64.29,514.35
892190184,Ekaterina Petukhova,female,RUS,1.63,48.0,28,200,54.66,109.33
892190184,Ekaterina Petukhova,female,RUS,1.63,48.0,28,1500,67.86,1017.96
814297240,Ekaterina Prokofyeva,female,RUS,1.76,70.0,33,400,62.87,251.48
814297240,Ekaterina Prokofyeva,female,RUS,1.76,70.0,33,800,65.66,525.26
814297240,Ekaterina Prokofyeva,female,RUS,1.76,70.0,33,1500,69.55,1043.23
38343268,Elena Prokofyeva,female,RUS,1.69,54.0,30,400,56.71,226.82
38343268,Elena Prokofyeva,female,RUS,1.69,54.0,30,1500,66.31,994.69
38343268,Elena Prokofyeva,female,RUS,1.69,54.0,30,800,62.74,501.88
290451814,Elena Wassen,female,GER,1.74,63.0,24,400,59.75,239.0
290451814,Elena Wassen,female,GER,1.74,63.0,24,200,57.44,114.88
731624234,Elinah Phillip,female,IVB,1.64,50.0,24,800,62.3,498.41
731624234,Elinah Phillip,female,IVB,1.64,50.0,24,1500,65.52,982.76
564832940,Elisa Bozzo,female,ITA,1.7,59.0,37,400,62.15,248.6
564832940,Elisa Bozzo,female,ITA,1.7,59.0,37,800,65.77,526.14
732211683,Elisa Queirolo,female,ITA,1.68,61.0,33,200,59.32,118.64
732211683,Elisa Queirolo,female,ITA,1.68,61.0,33,1500,68.35,1025.32
732211683,Elisa Queirolo,female,ITA,1.68,61.0,33,400,62.14,248.56
608164942,Elisbet Games,female,CUB,1.63,57.0,27,1500,65.79,986.92
608164942,Elisbet Games,female,CUB,1.63,57.0,27,400,59.23,236.92
608164942,Elisbet Games,female,CUB,1.63,57.0,27,800,64.03,512.24
993687711,Elizabeth Beisel,female,USA,1.68,63.0,32,200,59.68,119.36
993687711,Elizabeth Beisel,female,USA,1.68,63.0,32,400,60.86,243.42
993687711,Elizabeth Beisel,female,USA,1.68,63.0,32,800,64.03,512.21
50104802,Elizabeth Cui,female,NZL,1.59,58.0,27,200,57.82,115.64
50104802,Elizabeth Cui,female,NZL,1.59,58.0,27,1500,65.03,975.52
191092318,Ellie Faulkner,female,GBR,1.65,68.0,31,400,62.97,251.86
191092318,Ellie Faulkner,female,GBR,1.65,68.0,31,200,54.8,109.59
191092318,Ellie Faulkner,female,GBR,1.65,68.0,31,1500,66.9,1003.55
388539796,Elsie Uwamahoro,female,BDI,1.65,54.0,36,400,60.98,243.93
357059083,Elvina Karimova,female,RUS,1.66,62.0,30,1500,67.6,1014.03
357059083,Elvina Karimova,female,RUS,1.66,62.0,30,200,55.79,111.58
136493766,Emilia Pikkarainen,female,FIN,1.73,56.0,32,400,59.16,236.66
136493766,Emilia Pikkarainen,female,FIN,1.73,56.0,32,800,64.1,512.78
736663132,Emily Overholt,female,CAN,1.7,60.0,27,800,65.18,521.47
736663132,Emily Overholt,female,CAN,1.7,60.0,27,1500,68.7,1030.48
905464042,Emily Rogers,female,AUS,1.73,52.0,26,800,60.6,484.77
905464042,Emily Rogers,female,AUS,1.73,52.0,26,200,55.14,110.29
905464042,Emily Rogers,female,AUS,1.73,52.0,26,400,59.13,236.52
75025673,Emily Seebohm,female,AUS,1.8,70.0,32,1500,65.11,976.59
75025673,Emily Seebohm,female,AUS,1.8,70.0,32,800,65.77,526.18
661638106,Emma McKeon,female,AUS,1.8,60.0,30,800,63.45,507.6
661638106,Emma McKeon,female,AUS,1.8,60.0,30,1500,67.82,1017.29
661638106,Emma McKeon,female,AUS,1.8,60.0,30,200,56.16,112.32
79453290,Emma Robinson,female,NZL,1.8,72.0,30,1500,67.53,1012.9
867271718,Emmanouil Mylonakis,male,GRE,1.85,75.0,39,800,66.21,529.69
867271718,Emmanouil Mylonakis,male,GRE,1.85,75.0,39,200,58.49,116.97
291735162,Emmanuel Vanluchene,male,BEL,1.8,75.0,32,1500,62.6,939.01
968294058,Enzo Khasz,male,FRA,2.03,105.0,31,1500,67.26,1008.89
968294058,Enzo Khasz,male,FRA,2.03,105.0,31,800,64.91,519.25
421842394,Erik Persson,male,SWE,1.81,75.0,30,400,57.92,231.69
421842394,Erik Persson,male,SWE,1.81,75.0,30,200,55.27,110.53
421842394,Erik Persson,male,SWE,1.81,75.0,30,1500,66.63,999.46
699027822,Erika Ferraioli,female,ITA,1.8,65.0,38,1500,71.21,1068.2
699027822,Erika Ferraioli,female,ITA,1.8,65.0,38,200,61.1,122.21
699027822,Erika Ferraioli,female,ITA,1.8,65.0,38,400,62.91,251.63
121922663,Erika Seltenreich-Hodgson,female,CAN,1.7,65.0,29,200,56.79,113.57
854947298,Erika Villaecija garcia,female,ESP,1.77,61.0,40,1500,68.58,1028.76
854947298,Erika Villaecija garcia,female,ESP,1.77,61.0,40,200,62.36,124.73
200848465,Erwin Maldonado,male,VEN,1.7,70.0,41,200,57.79,115.58
200848465,Erwin Maldonado,male,VEN,1.7,70.0,41,400,61.99,247.98
200848465,Erwin Maldonado,male,VEN,1.7,70.0,41,1500,65.29,979.28
276263740,Esmee Vermeulen,female,NED,1.79,64.0,28,200,54.35,108.69
276263740,Esmee Vermeulen,female,NED,1.79,64.0,28,800,61.86,494.88
246336777,Esteban Enderica,male,ECU,1.77,71.0,34,200,53.83,107.67
246336777,Esteban Enderica,male,ECU,1.77,71.0,34,400,54.92,219.68
246336777,Esteban Enderica,male,ECU,1.77,71.0,34,1500,64.94,974.15
962423324,Estefania Alvarez Piedrahita,female,COL,1.62,60.0,30,800,64.57,516.54
962423324,Estefania Alvarez Piedrahita,female,COL,1.62,60.0,30,1500,69.58,1043.72
962423324,Estefania Alvarez Piedrahita,female,COL,1.62,60.0,30,200,55.93,111.87
208192255,Estellah Fils Rabetsara,female,MAD,1.67,59.0,30,200,58.61,117.22
411235848,Esther Qin,female,AUS,1.68,58.0,33,200,56.78,113.56
928379539,Etel Sanchez,female,ARG,1.71,59.0,35,200,57.95,115.9
724574659,Etiene Medeiros,female,BRA,1.69,60.0,33,200,57.34,114.69
724574659,Etiene Medeiros,female,BRA,1.69,60.0,33,800,63.88,511.06
797157508,Eva Risztov,female,HUN,1.73,64.0,39,1500,71.18,1067.73
797157508,Eva Risztov,female,HUN,1.73,64.0,39,400,63.62,254.49
797157508,Eva Risztov,female,HUN,1.73,64.0,39,800,65.71,525.71
355432500,Evan Van Moerkerke,male,CAN,2.05,110.0,31,800,64.63,517.06
355432500,Evan Van Moerkerke,male,CAN,2.05,110.0,31,200,59.72,119.43
842357019,Evangelia Papazoglou,female,GRE,1.72,60.0,29,800,62.24,497.95
171585760,Evangelia Platanioti,female,GRE,1.7,52.0,30,400,60.27,241.09
171585760,Evangelia Platanioti,female,GRE,1.7,52.0,30,800,64.03,512.21
171585760,Evangelia Platanioti,female,GRE,1.7,52.0,30,200,57.15,114.29
135668596,Evangelos Ioannis Delakas,male,GRE,1.89,90.0,39,800,65.9,527.23
132983811,Evelina Afoa,female,SAM,1.62,60.0,26,200,54.24,108.47
132983811,Evelina Afoa,female,SAM,1.62,60.0,26,400,59.32,237.26
132983811,Evelina Afoa,female,SAM,1.62,60.0,26,1500,63.79,956.92
508215341,Evelyn Verraszto,female,HUN,1.73,62.0,35,1500,69.62,1044.25
508215341,Evelyn Verraszto,female,HUN,1.73,62.0,35,200,61.05,122.11
674582235,Evgenii Drattcev,male,RUS,1.8,74.0,41,800,63.52,508.2
674582235,Evgenii Drattcev,male,RUS,1.8,74.0,41,1500,64.45,966.73
491370876,Evgenii Kuznetsov,male,RUS,1.73,65.0,34,400,55.79,223.14
863520431,Evgeniia Soboleva,female,RUS,1.8,75.0,36,800,62.69,501.53
863520431,Evgeniia Soboleva,female,RUS,1.8,75.0,36,200,59.59,119.18
277821751,Evgeniya Ivanova,female,RUS,1.76,67.0,37,800,65.08,520.65
475233950,Evgeny Koptelov,male,RUS,1.91,74.0,31,200,52.75,105.5
475233950,Evgeny Koptelov,male,RUS,1.91,74.0,31,800,59.75,478.0
968996509,Evgeny Rylov,male,RUS,1.84,73.0,28,200,51.72,103.43
968996509,Evgeny Rylov,male,RUS,1.84,73.0,28,800,57.42,459.32
317494421,Eyglo Gustafsdottir,female,ISL,1.87,82.0,29,1500,68.72,1030.81
146876427,Fabien Gilot,male,FRA,1.92,87.0,40,200,57.91,115.81
146876427,Fabien Gilot,male,FRA,1.92,87.0,40,800,62.24,497.91
146876427,Fabien Gilot,male,FRA,1.92,87.0,40,400,62.34,249.34
775503680,Fanny Deberghes,female,FRA,1.7,65.0,30,400,60.17,240.69
775503680,Fanny Deberghes,female,FRA,1.7,65.0,30,1500,67.04,1005.67
337880291,Fanny Lecluyse,female,BEL,1.77,64.0,32,200,55.42,110.83
337880291,Fanny Lecluyse,female,BEL,1.77,64.0,32,400,59.97,239.87
337880291,Fanny Lecluyse,female,BEL,1.77,64.0,32,800,65.95,527.61
742843800,Fantine Lesaffre,female,FRA,1.8,57.0,30,400,57.52,230.07
742843800,Fantine Lesaffre,female,FRA,1.8,57.0,30,800,63.86,510.88
261146293,Farhan Farhan,male,BRN,1.79,67.0,28,400,55.62,222.49
382788770,Farida Osman,female,EGY,1.73,63.0,29,1500,67.24,1008.54
382788770,Farida Osman,female,EGY,1.73,63.0,29,400,58.95,235.82
283411647,Fatema Almahmeed,female,BRN,1.67,60.0,25,400,59.4,237.61
91359398,Fatima Alkaramova,female,AZE,1.75,60.0,22,1500,66.64,999.59
300063217,Fatima Gallardo Carapeto,female,ESP,1.8,60.0,27,200,54.19,108.38
708809781,Fatoumata Samassekou,female,MLI,1.68,74.0,37,1500,66.06,990.87
156730444,Federica Pellegrini,female,ITA,1.79,65.0,36,200,58.84,117.67
131020655,Federica Radicchi,female,ITA,1.7,70.0,36,200,61.38,122.76
131020655,Federica Radicchi,female,ITA,1.7,70.0,36,1500,69.25,1038.69
131020655,Federica Radicchi,female,ITA,1.7,70.0,36,800,65.48,523.82
536316359,Federico Bocchia,male,ITA,1.97,93.0,38,400,57.86,231.44
536316359,Federico Bocchia,male,ITA,1.97,93.0,38,200,58.01,116.01
536316359,Federico Bocchia,male,ITA,1.97,93.0,38,800,65.25,522.02
959504694,Federico Grabich,male,ARG,1.93,92.0,34,800,65.44,523.51
959504694,Federico Grabich,male,ARG,1.93,92.0,34,200,57.32,114.65
51952214,Federico Turrini,male,ITA,1.93,87.0,37,800,63.86,510.89
51952214,Federico Turrini,male,ITA,1.93,87.0,37,200,57.37,114.74
695896806,Federico Vanelli,male,ITA,1.8,75.0,33,1500,65.06,975.87
695896806,Federico Vanelli,male,ITA,1.8,75.0,33,400,58.01,232.03
54244371,Feilian Mao,male,CHN,1.85,74.0,31,200,53.2,106.39
549441884,Felipe Franca,male,BRA,1.85,95.0,37,400,59.98,239.92
549441884,Felipe Franca,male,BRA,1.85,95.0,37,200,57.89,115.78
549441884,Felipe Franca,male,BRA,1.85,95.0,37,800,63.16,505.31
452820051,Felipe Perrone,male,BRA,1.83,95.0,38,800,65.15,521.17
452820051,Felipe Perrone,male,BRA,1.83,95.0,38,400,60.12,240.5
921036132,Felipe Tapia,male,CHI,1.76,70.0,29,200,51.79,103.59
581423407,Felipe da Costa E Silva,male,BRA,1.96,103.0,40,200,62.71,125.42
581423407,Felipe da Costa E Silva,male,BRA,1.96,103.0,40,800,63.93,511.48
773046456,Felix Auboeck,male,AUT,1.98,85.0,28,400,56.84,227.37
773046456,Felix Auboeck,male,AUT,1.98,85.0,28,200,54.97,109.93
13738320,Femke Heemskerk,female,NED,1.8,68.0,37,400,61.17,244.67
13738320,Femke Heemskerk,female,NED,1.8,68.0,37,800,67.24,537.88
559608161,Ferry Weertman,male,NED,1.89,86.0,32,200,54.43,108.86
559608161,Ferry Weertman,male,NED,1.89,86.0,32,800,64.43,515.47
198261943,Filip Filipovic,male,SRB,1.96,101.0,37,400,62.13,248.53
838040702,Filip KLIKOVAC,male,MNE,1.9,118.0,35,200,58.88,117.75
838040702,Filip KLIKOVAC,male,MNE,1.9,118.0,35,800,65.02,520.13
789252320,Filip Wypych,male,POL,1.83,75.0,33,400,57.66,230.63
789252320,Filip Wypych,male,POL,1.83,75.0,33,800,64.73,517.84
789252320,Filip Wypych,male,POL,1.83,75.0,33,1500,64.38,965.64
877016251,Filip Zaborowski,male,POL,1.88,77.0,30,200,53.03,106.06
877016251,Filip Zaborowski,male,POL,1.88,77.0,30,800,62.13,497.08
659248254,Filippo Magnini,male,ITA,1.87,80.0,42,1500,67.59,1013.83
571267730,Fiona Doyle,female,IRL,1.72,63.0,33,1500,67.42,1011.25
798849737,Flora Molnar,female,HUN,1.75,65.0,26,1500,65.35,980.29
28413973,Florent Manaudou,male,FRA,1.99,99.0,34,800,65.91,527.27
28413973,Florent Manaudou,male,FRA,1.99,99.0,34,400,59.57,238.29
526727141,Florian Vogel,male,GER,1.8,70.0,30,200,53.08,106.17
628381035,Florian Wellbrock,male,GER,1.85,70.0,27,400,53.42,213.69
628381035,Florian Wellbrock,male,GER,1.85,70.0,27,1500,63.57,953.49
278586505,Francesca Dallape',female,ITA,1.64,58.0,38,200,59.28,118.55
421533477,Francesca Deidda,female,ITA,1.64,52.0,32,200,57.02,114.05
870034029,Francesca Halsall,female,GBR,1.71,64.0,34,400,62.18,248.74
870034029,Francesca Halsall,female,GBR,1.71,64.0,34,200,56.97,113.94
870034029,Francesca Halsall,female,GBR,1.71,64.0,34,800,65.14,521.15
136274448,Francesca Pomeri,female,ITA,1.74,76.0,31,1500,67.83,1017.43
136274448,Francesca Pomeri,female,ITA,1.74,76.0,31,400,60.83,243.31
564896831,Francesco di Fulvio,male,ITA,1.9,88.0,31,800,62.31,498.49
896116528,Francisco Fernandez Miranda,male,ESP,1.85,83.0,38,400,60.72,242.89
896116528,Francisco Fernandez Miranda,male,ESP,1.85,83.0,38,800,65.42,523.36
547550475,Francois Heersbrandt,male,BEL,1.79,76.0,35,400,58.25,233.0
547550475,Francois Heersbrandt,male,BEL,1.79,76.0,35,200,54.11,108.22
883176756,Frantz Dorsainvil,male,HAI,1.7,59.0,33,200,52.27,104.54
883176756,Frantz Dorsainvil,male,HAI,1.7,59.0,33,800,60.24,481.96
271428664,Franziska Hentke,female,GER,1.72,62.0,35,200,57.99,115.99
271428664,Franziska Hentke,female,GER,1.72,62.0,35,1500,68.54,1028.03
271428664,Franziska Hentke,female,GER,1.72,62.0,35,800,64.95,519.61
481935974,Freddie Woodward,male,GBR,1.78,75.0,29,200,53.84,107.68
481935974,Freddie Woodward,male,GBR,1.78,75.0,29,1500,63.75,956.27
870194844,Frederick Bousquet,male,FRA,1.88,84.0,43,1500,69.17,1037.51
483544931,Gabor Balog,male,HUN,1.86,83.0,34,400,60.07,240.28
680668744,Gabor Kis,male,HUN,1.94,115.0,42,800,67.94,543.52
680668744,Gabor Kis,male,HUN,1.94,115.0,42,200,60.15,120.31
243636258,Gabriel Santos,male,BRA,1.84,83.0,28,800,61.46,491.66
243636258,Gabriel Santos,male,BRA,1.84,83.0,28,400,58.56,234.26
930649410,Gabriela Mantellato,female,BRA,1.75,76.0,33,400,61.47,245.88
188364932,Gabriele Detti,male,ITA,1.84,79.0,30,800,60.98,487.87
188364932,Gabriele Detti,male,ITA,1.84,79.0,30,1500,64.71,970.67
754381040,Gabriella Szucs,female,HUN,1.83,74.0,36,400,62.68,250.73
754381040,Gabriella Szucs,female,HUN,1.83,74.0,36,1500,69.59,1043.8
993305509,Gabrielle Roncatto,female,BRA,1.65,60.0,26,200,55.91,111.81
324536211,Gal Nevo,male,ISR,1.8,80.0,37,400,61.54,246.17
343445816,Ganna Krasnoshlyk,female,UKR,1.71,59.0,28,400,59.58,238.31
32924852,Gaurika Singh,female,NEP,1.55,45.0,22,800,62.46,499.7
286940521,Gelena Topilina,female,RUS,1.75,56.0,30,200,55.42,110.84
566383744,Gemma Beadsworth,female,AUS,1.8,78.0,37,400,60.85,243.42
566383744,Gemma Beadsworth,female,AUS,1.8,78.0,37,1500,70.39,1055.91
566383744,Gemma Beadsworth,female,AUS,1.8,78.0,37,200,62.03,124.06
836429010,Gemma Mengual,female,ESP,1.73,56.0,47,200,62.41,124.82
289855181,Geoffrey Butler,male,CAY,1.88,84.0,29,200,56.44,112.88
289855181,Geoffrey Butler,male,CAY,1.88,84.0,29,1500,66.9,1003.45
289855181,Geoffrey Butler,male,CAY,1.88,84.0,29,400,57.38,229.5
211177901,Geoffrey Cheah,male,HKG,1.85,77.0,34,800,62.57,500.52
211177901,Geoffrey Cheah,male,HKG,1.85,77.0,34,200,58.04,116.09
373349430,George Bovell Iii,male,TTO,1.96,74.0,41,200,55.97,111.93
373349430,George Bovell Iii,male,TTO,1.96,74.0,41,800,62.1,496.8
373349430,George Bovell Iii,male,TTO,1.96,74.0,41,1500,65.16,977.44
529194033,George Ford,male,AUS,1.92,95.0,31,800,63.2,505.64
529194033,George Ford,male,AUS,1.92,95.0,31,200,54.14,108.28
529194033,George Ford,male,AUS,1.92,95.0,31,400,55.37,221.48
730944195,Georgia Bohl,female,AUS,1.67,54.0,27,800,60.53,484.22
730944195,Georgia Bohl,female,AUS,1.67,54.0,27,200,52.0,104.0
730944195,Georgia Bohl,female,AUS,1.67,54.0,27,400,59.9,239.62
55412300,Georgia Coates,female,GBR,1.74,63.0,25,800,66.47,531.72
129677889,Georgia Davies,female,GBR,1.75,64.0,34,800,61.82,494.59
129677889,Georgia Davies,female,GBR,1.75,64.0,34,400,59.24,236.95
129677889,Georgia Davies,female,GBR,1.75,64.0,34,200,57.66,115.32
87130611,Georgios Dervisis,male,GRE,1.95,92.0,30,1500,62.59,938.78
87130611,Georgios Dervisis,male,GRE,1.95,92.0,30,800,61.73,493.83
145487888,Gergely Gyurta,male,HUN,1.75,70.0,33,400,58.98,235.92
293724411,Gergo Kis,male,HUN,1.83,80.0,36,400,59.34,237.38
293724411,Gergo Kis,male,HUN,1.83,80.0,36,200,55.55,111.11
293724411,Gergo Kis,male,HUN,1.83,80.0,36,1500,67.66,1014.91
996218071,Gergo Zalanki,male,HUN,1.92,85.0,29,800,60.6,484.77
995047699,German Sanchez,male,MEX,1.65,60.0,32,400,57.63,230.53
442076859,Giedrius Titenis,male,LTU,1.93,95.0,35,1500,67.07,1006.04
442076859,Giedrius Titenis,male,LTU,1.93,95.0,35,200,56.87,113.75
859779804,Giordan Harris,male,MHL,1.85,99.0,31,1500,66.66,999.96
859779804,Giordan Harris,male,MHL,1.85,99.0,31,400,58.47,233.87
979844393,Giovanna Pedroso,female,BRA,1.62,57.0,26,800,62.1,496.8
611012468,Giovanni Tocci,male,ITA,1.75,68.0,30,1500,64.44,966.59
611012468,Giovanni Tocci,male,ITA,1.75,68.0,30,400,58.34,233.34
611012468,Giovanni Tocci,male,ITA,1.75,68.0,30,800,62.36,498.91
820456660,Giulia Emmolo,female,ITA,1.71,67.0,33,800,62.88,503.03
820456660,Giulia Emmolo,female,ITA,1.71,67.0,33,200,58.79,117.58
435542404,Giulia Gorlero,female,ITA,1.8,73.0,34,800,67.34,538.71
435542404,Giulia Gorlero,female,ITA,1.8,73.0,34,200,59.51,119.03
435542404,Giulia Gorlero,female,ITA,1.8,73.0,34,400,64.73,258.92
261518671,Glencora McGhie,female,AUS,1.78,68.0,36,200,60.18,120.36
261518671,Glencora McGhie,female,AUS,1.78,68.0,36,800,67.72,541.73
261518671,Glencora McGhie,female,AUS,1.78,68.0,36,400,58.66,234.65
679206973,Glenn Snyders,male,NZL,1.79,83.0,37,1500,68.46,1026.85
679206973,Glenn Snyders,male,NZL,1.79,83.0,37,400,59.86,239.43
679206973,Glenn Snyders,male,NZL,1.79,83.0,37,800,61.89,495.14
585626028,Glenn Surgeloose,male,BEL,1.82,80.0,35,800,62.72,501.73
914132578,Glenn Sutanto,male,INA,1.83,74.0,35,400,60.17,240.66
599927900,Gojko Pijetlovic,male,SRB,1.94,92.0,41,200,58.08,116.15
599927900,Gojko Pijetlovic,male,SRB,1.94,92.0,41,800,63.93,511.42
532947055,Gonzalo Echenique Saglietti,male,ESP,1.9,94.0,34,400,57.37,229.48
532947055,Gonzalo Echenique Saglietti,male,ESP,1.9,94.0,34,200,56.06,112.12
532947055,Gonzalo Echenique Saglietti,male,ESP,1.9,94.0,34,800,61.35,490.77
555289430,Grace Reid,female,GBR,1.69,67.0,28,800,65.78,526.21
933428907,Graciele Herrmann,female,BRA,1.8,64.0,32,1500,66.25,993.8
933428907,Graciele Herrmann,female,BRA,1.8,64.0,32,800,64.05,512.44
933428907,Graciele Herrmann,female,BRA,1.8,64.0,32,200,57.77,115.55
636322182,Grant Irvine,male,AUS,1.87,80.0,33,400,58.22,232.87
636322182,Grant Irvine,male,AUS,1.87,80.0,33,200,56.11,112.23
636322182,Grant Irvine,male,AUS,1.87,80.0,33,1500,66.45,996.74
298928947,Grant Nel,male,AUS,1.73,69.0,36,800,60.69,485.51
127715970,Gregorio Paltrinieri,male,ITA,1.91,72.0,30,1500,61.79,926.87
127715970,Gregorio Paltrinieri,male,ITA,1.91,72.0,30,400,55.01,220.03
266128648,Gregory Mallet,male,FRA,1.96,84.0,40,200,57.93,115.85
266128648,Gregory Mallet,male,FRA,1.96,84.0,40,1500,66.56,998.36
383336831,Grigory Tarasevich,male,RUS,1.91,75.0,29,800,61.78,494.28
383336831,Grigory Tarasevich,male,RUS,1.91,75.0,29,200,53.62,107.24
383336831,Grigory Tarasevich,male,RUS,1.91,75.0,29,1500,60.91,913.68
85090026,Guangyuan Li,male,CHN,1.87,81.0,27,800,58.65,469.23
85090026,Guangyuan Li,male,CHN,1.87,81.0,27,1500,60.58,908.7
78601659,Guannan Niu,female,CHN,1.77,68.0,32,200,58.18,116.36
78601659,Guannan Niu,female,CHN,1.77,68.0,32,1500,68.39,1025.91
78601659,Guannan Niu,female,CHN,1.77,68.0,32,400,61.46,245.85
196836126,Guilherme Guido,male,BRA,1.94,90.0,37,400,59.35,237.41
196836126,Guilherme Guido,male,BRA,1.94,90.0,37,800,64.49,515.94
107880382,Guillermo Molina Rios,male,ESP,1.95,105.0,40,800,67.5,539.97
732208032,Gunnar Bentz,male,USA,1.96,83.0,28,400,58.67,234.69
587811250,Gustavo Guimaraes,male,BRA,1.8,90.0,30,1500,64.0,959.98
329066484,Haley Anderson,female,USA,1.78,68.0,33,200,59.39,118.78
853405739,Hali Flickinger,female,USA,1.66,52.0,30,1500,65.42,981.25
853405739,Hali Flickinger,female,USA,1.66,52.0,30,400,58.4,233.59
853405739,Hali Flickinger,female,USA,1.66,52.0,30,800,64.03,512.22
323154002,Hamdan Bayusuf,male,KEN,1.82,64.0,30,1500,60.49,907.31
98339799,Haneen Ibrahim,female,SUD,1.54,47.0,24,400,55.92,223.67
98339799,Haneen Ibrahim,female,SUD,1.54,47.0,24,1500,64.02,960.33
987592128,Hang Yu Sze,female,HKG,1.68,63.0,36,800,65.88,527.05
865953961,Hanna Kisteleki,female,HUN,1.72,63.0,33,400,58.53,234.11
865953961,Hanna Kisteleki,female,HUN,1.72,63.0,33,200,59.77,119.55
865953961,Hanna Kisteleki,female,HUN,1.72,63.0,33,800,64.24,513.93
550222523,Hanna-Maria Seppala,female,FIN,1.74,60.0,40,200,59.75,119.49
550222523,Hanna-Maria Seppala,female,FIN,1.74,60.0,40,400,63.06,252.25
113266724,Hannah Buckling,female,AUS,1.77,75.0,32,200,58.27,116.54
679066155,Hannah Cross,female,AUS,1.69,57.0,27,400,57.36,229.42
679066155,Hannah Cross,female,AUS,1.69,57.0,27,1500,65.76,986.45
278564208,Hannah Miley,female,GBR,1.65,53.0,35,200,62.68,125.36
278564208,Hannah Miley,female,GBR,1.65,53.0,35,400,58.93,235.73
707380480,Hannibal Gaskin,male,GUY,1.73,68.0,27,400,56.85,227.41
707380480,Hannibal Gaskin,male,GUY,1.73,68.0,27,200,53.02,106.04
7926077,Haram Woo,male,KOR,1.68,58.0,26,1500,60.38,905.7
7926077,Haram Woo,male,KOR,1.68,58.0,26,800,59.97,479.78
7926077,Haram Woo,male,KOR,1.68,58.0,26,200,54.71,109.41
119602517,Haris Bandey,male,PAK,1.67,79.0,25,400,54.91,219.63
119602517,Haris Bandey,male,PAK,1.67,79.0,25,200,53.9,107.81
119602517,Haris Bandey,male,PAK,1.67,79.0,25,800,60.65,485.19
563435764,Heidi Gan,female,MAS,1.62,57.0,36,400,60.03,240.1
659637294,Helena Gasson,female,NZL,1.72,76.0,30,1500,67.27,1009.03
659637294,Helena Gasson,female,NZL,1.72,76.0,30,200,59.54,119.09
659637294,Helena Gasson,female,NZL,1.72,76.0,30,800,64.17,513.33
715314680,Henrique Martins,male,BRA,1.8,73.0,33,800,65.26,522.08
715314680,Henrique Martins,male,BRA,1.8,73.0,33,200,55.59,111.18
991563365,Henrique Rodrigues,male,BRA,1.94,86.0,33,800,61.58,492.63
761606260,Hexin Yu,male,CHN,1.94,87.0,28,1500,62.49,937.41
708328857,Hilal Hemed Hilal,male,TAN,1.76,63.0,30,800,59.89,479.16
708328857,Hilal Hemed Hilal,male,TAN,1.76,63.0,30,200,52.55,105.09
708328857,Hilal Hemed Hilal,male,TAN,1.76,63.0,30,1500,61.16,917.39
144358597,Hilary Caldwell,female,CAN,1.73,61.0,33,800,65.12,520.99
198161931,Hiromasa Fujimori,male,JPN,1.76,72.0,33,1500,62.95,944.27
923396311,Holly Lincoln-Smith,female,AUS,1.83,82.0,36,1500,71.11,1066.65
923396311,Holly Lincoln-Smith,female,AUS,1.83,82.0,36,800,69.08,552.66
